dataset,interaction_id,claude,gemini,gpt,judge_mean
simpsydial,simpsydial_914,2.9,2.8,3.25,2.983333333333333
simpsydial,simpsydial_920,2.7,3.5,3.2,3.1333333333333333
simpsydial,simpsydial_926,3.0,3.8,3.55,3.4499999999999997
simpsydial,simpsydial_929,3.1,3.1,3.2,3.1333333333333333
simpsydial,simpsydial_934,2.5,2.6,2.85,2.65
simpsydial,simpsydial_937,2.95,3.1,3.5,3.1833333333333336
simpsydial,simpsydial_941,3.05,3.4,3.45,3.2999999999999994
simpsydial,simpsydial_944,2.9,3.2,3.3,3.133333333333333
simpsydial,simpsydial_95,3.2,3.2,3.45,3.2833333333333337
simpsydial,simpsydial_950,3.0,3.5,3.6,3.3666666666666667
simpsydial,simpsydial_953,2.8,3.3,3.35,3.15
simpsydial,simpsydial_96,3.1,3.5,3.65,3.4166666666666665
simpsydial,simpsydial_960,3.0,4.1,3.65,3.5833333333333335
simpsydial,simpsydial_962,2.8,3.4,3.45,3.2166666666666663
simpsydial,simpsydial_964,3.3,4.2,3.5,3.6666666666666665
simpsydial,simpsydial_966,2.9,2.4,3.0,2.766666666666667
simpsydial,simpsydial_97,2.5,2.7,2.5,2.566666666666667
simpsydial,simpsydial_976,2.6,2.2,3.15,2.6500000000000004
simpsydial,simpsydial_983,3.15,3.9,3.5,3.516666666666667
simpsydial,simpsydial_988,3.0,3.7,3.35,3.35
simpsydial,simpsydial_991,2.9,3.3,3.3,3.1666666666666665
simpsydial,simpsydial_993,3.2,2.8,3.3,3.1
smile,smile_0,2.0,1.2,2.9,2.033333333333333
smile,smile_1,2.3,1.5,2.7,2.1666666666666665
smile,smile_10,2.3,1.7,2.95,2.316666666666667
smile,smile_100,3.0,2.0,3.25,2.75
smile,smile_101,2.7,1.7,2.6,2.3333333333333335
smile,smile_102,2.2,1.9,3.0,2.3666666666666667
smile,smile_103,2.3,1.7,2.5,2.1666666666666665
smile,smile_104,2.4,2.4,3.25,2.6833333333333336
smile,smile_105,2.5,2.3,3.25,2.6833333333333336
smile,smile_106,2.2,2.2,2.75,2.3833333333333333
smile,smile_107,3.1,3.1,3.25,3.15
smile,smile_108,2.1,1.7,2.8,2.1999999999999997
smile,smile_109,2.8,2.9,3.25,2.983333333333333
smile,smile_11,2.6,2.2,2.95,2.5833333333333335
smile,smile_110,1.9,1.8,2.65,2.1166666666666667
smile,smile_111,2.1,1.4,2.75,2.0833333333333335
smile,smile_112,2.3,1.8,2.95,2.35
smile,smile_113,2.8,2.4,3.25,2.8166666666666664
smile,smile_114,2.2,1.0,2.15,1.7833333333333332
smile,smile_115,2.1,1.3,2.8,2.066666666666667
smile,smile_116,2.0,1.3,2.9,2.0666666666666664
smile,smile_117,2.7,1.7,2.8,2.4
smile,smile_118,2.5,2.0,2.9,2.466666666666667
smile,smile_119,2.6,1.4,3.1,2.3666666666666667
smile,smile_12,2.8,1.3,2.6,2.233333333333333
smile,smile_120,2.6,1.6,2.5,2.2333333333333334
smile,smile_121,2.8,3.0,3.25,3.016666666666667
smile,smile_122,2.6,1.6,3.1,2.4333333333333336
smile,smile_123,2.5,2.4,2.5,2.466666666666667
smile,smile_124,1.5,1.0,2.25,1.5833333333333333
smile,smile_125,2.0,1.3,2.45,1.9166666666666667
smile,smile_126,2.6,1.3,2.9,2.266666666666667
smile,smile_127,1.8,1.4,2.15,1.7833333333333332
smile,smile_128,2.6,1.4,2.6,2.1999999999999997
smile,smile_129,2.1,1.0,2.05,1.7166666666666668
smile,smile_130,2.7,2.7,3.0,2.8000000000000003
smile,smile_131,2.2,1.0,2.1,1.7666666666666668
smile,smile_132,2.8,1.9,2.65,2.4499999999999997
smile,smile_133,2.2,1.0,2.55,1.9166666666666667
smile,smile_134,2.2,1.1,2.4,1.9000000000000001
smile,smile_135,2.6,1.2,2.85,2.216666666666667
smile,smile_136,2.4,1.5,2.9,2.2666666666666666
smile,smile_137,2.9,2.9,3.35,3.0500000000000003
smile,smile_138,2.2,2.6,3.3,2.7000000000000006
smile,smile_139,2.4,1.9,3.3,2.533333333333333
smile,smile_14,2.2,1.0,2.75,1.9833333333333334
smile,smile_140,2.4,2.3,3.2,2.6333333333333333
smile,smile_141,2.7,2.7,3.35,2.9166666666666665
smile,smile_142,2.2,2.6,3.2,2.6666666666666665
smile,smile_143,2.2,2.0,2.85,2.35
smile,smile_144,2.6,2.3,3.0,2.6333333333333333
smile,smile_145,2.4,2.4,3.3,2.6999999999999997
smile,smile_146,2.4,1.9,3.1,2.466666666666667
smile,smile_147,2.2,2.3,2.85,2.4499999999999997
smile,smile_148,2.9,2.0,3.25,2.716666666666667
smile,smile_149,2.1,1.2,2.6,1.9666666666666668
smile,smile_15,1.0,1.0,1.9,1.3
smile,smile_150,2.3,2.3,3.15,2.5833333333333335
smile,smile_151,2.3,1.9,3.1,2.433333333333333
smile,smile_152,2.4,2.3,2.95,2.55
smile,smile_153,1.9,1.4,2.85,2.0500000000000003
smile,smile_154,2.5,1.5,2.7,2.2333333333333334
smile,smile_155,2.3,2.1,3.05,2.4833333333333334
smile,smile_156,2.1,2.0,2.8,2.3
smile,smile_157,1.8,1.8,2.4,2.0
smile,smile_158,2.6,2.2,3.1,2.6333333333333333
smile,smile_159,3.0,2.8,2.65,2.8166666666666664
smile,smile_16,2.0,1.3,2.4,1.8999999999999997
smile,smile_160,2.4,1.0,2.0,1.8
smile,smile_161,2.2,1.4,2.75,2.1166666666666667
smile,smile_162,1.7,1.1,2.4,1.7333333333333332
smile,smile_163,2.2,2.0,3.0,2.4
smile,smile_164,2.2,1.8,2.95,2.316666666666667
smile,smile_165,2.2,1.9,2.7,2.2666666666666666
smile,smile_166,1.7,1.1,2.1,1.6333333333333335
smile,smile_167,1.6,1.8,2.8,2.066666666666667
smile,smile_168,2.5,2.2,2.85,2.516666666666667
smile,smile_169,2.9,2.7,3.25,2.9499999999999997
smile,smile_17,2.2,1.5,3.0,2.2333333333333334
smile,smile_170,2.1,1.9,2.65,2.216666666666667
smile,smile_171,2.2,1.6,2.8,2.1999999999999997
smile,smile_172,2.2,2.0,3.15,2.4499999999999997
smile,smile_173,2.2,1.6,2.75,2.1833333333333336
smile,smile_174,2.1,1.9,2.7,2.2333333333333334
smile,smile_175,2.3,1.9,3.15,2.4499999999999997
smile,smile_176,1.9,1.0,2.4,1.7666666666666666
smile,smile_177,1.9,1.1,2.8,1.9333333333333333
smile,smile_178,2.5,2.9,3.15,2.85
smile,smile_179,2.8,3.1,3.3,3.0666666666666664
smile,smile_18,2.5,2.3,2.85,2.5500000000000003
smile,smile_180,2.5,1.9,2.9,2.4333333333333336
smile,smile_181,2.2,2.5,2.45,2.3833333333333333
smile,smile_183,2.5,2.2,3.0,2.566666666666667
smile,smile_184,2.6,2.6,3.2,2.8000000000000003
smile,smile_185,2.6,2.6,3.2,2.8000000000000003
smile,smile_186,3.1,2.8,3.3,3.0666666666666664
smile,smile_187,1.9,1.2,2.4,1.8333333333333333
smile,smile_188,2.1,2.1,2.8,2.3333333333333335
smile,smile_189,2.5,2.3,3.15,2.65
smile,smile_19,2.1,1.6,2.5,2.066666666666667
smile,smile_190,1.8,2.1,2.9,2.266666666666667
smile,smile_191,2.1,1.3,2.6,2.0
smile,smile_192,2.9,1.9,3.15,2.65
smile,smile_193,1.9,1.6,2.35,1.95
smile,smile_194,1.6,1.1,2.0,1.5666666666666667
smile,smile_195,1.2,1.0,2.4,1.5333333333333332
smile,smile_196,1.4,1.2,2.35,1.6499999999999997
smile,smile_197,1.2,1.0,2.4,1.5333333333333332
smile,smile_198,2.8,2.0,3.25,2.6833333333333336
smile,smile_199,1.8,1.3,2.55,1.8833333333333335
smile,smile_2,1.8,1.9,2.45,2.0500000000000003
smile,smile_20,2.0,1.2,2.9,2.033333333333333
smile,smile_200,1.8,1.3,2.7,1.9333333333333336
smile,smile_201,2.1,2.2,2.4,2.233333333333334
smile,smile_202,1.6,1.4,2.2,1.7333333333333334
smile,smile_21,2.2,1.5,2.8,2.1666666666666665
smile,smile_22,2.0,1.5,2.45,1.9833333333333334
smile,smile_23,2.7,2.4,3.35,2.8166666666666664
smile,smile_24,2.4,1.5,3.1,2.3333333333333335
smile,smile_25,2.6,3.2,2.9,2.9000000000000004
smile,smile_26,1.9,1.5,2.7,2.033333333333333
smile,smile_28,1.8,1.4,2.2,1.8
smile,smile_29,2.0,1.5,2.8,2.1
smile,smile_3,3.0,3.3,3.3,3.1999999999999997
smile,smile_30,2.6,2.1,2.95,2.5500000000000003
smile,smile_31,2.6,1.8,2.95,2.45
smile,smile_32,2.6,1.9,2.85,2.4499999999999997
smile,smile_33,2.9,2.9,3.4,3.0666666666666664
smile,smile_34,2.0,1.8,2.3,2.033333333333333
smile,smile_35,2.8,2.8,3.3,2.9666666666666663
smile,smile_36,2.9,2.5,3.2,2.866666666666667
smile,smile_37,3.05,3.1,3.6,3.25
smile,smile_38,2.5,2.7,3.0,2.733333333333333
smile,smile_39,2.6,2.6,2.75,2.65
smile,smile_4,2.8,2.4,2.8,2.6666666666666665
smile,smile_40,2.5,1.6,2.85,2.3166666666666664
smile,smile_41,2.3,2.2,2.9,2.466666666666667
smile,smile_42,2.6,2.5,3.05,2.7166666666666663
smile,smile_43,2.8,1.8,3.3,2.6333333333333333
smile,smile_44,1.4,1.0,1.75,1.3833333333333335
smile,smile_45,1.7,1.3,2.0,1.6666666666666667
smile,smile_46,2.2,1.4,2.75,2.1166666666666667
smile,smile_47,3.0,2.5,3.3,2.9333333333333336
smile,smile_48,3.3,4.2,3.25,3.5833333333333335
smile,smile_49,2.7,2.6,3.05,2.7833333333333337
smile,smile_5,2.9,2.8,3.1,2.933333333333333
smile,smile_50,2.0,1.8,2.5,2.1
smile,smile_51,1.9,2.0,2.4,2.1
smile,smile_52,2.2,2.5,3.3,2.6666666666666665
smile,smile_53,2.5,2.0,3.05,2.5166666666666666
smile,smile_54,2.3,1.1,1.95,1.7833333333333332
smile,smile_55,2.4,2.8,2.75,2.65
smile,smile_56,1.2,1.1,2.3,1.5333333333333332
smile,smile_57,2.1,1.9,2.5,2.1666666666666665
smile,smile_58,1.8,1.0,2.3,1.7
smile,smile_59,1.4,1.2,1.4,1.3333333333333333
smile,smile_6,3.2,3.6,3.4,3.4000000000000004
smile,smile_60,1.9,1.2,2.2,1.7666666666666666
smile,smile_61,2.1,1.0,2.15,1.75
smile,smile_62,1.8,1.0,2.25,1.6833333333333333
smile,smile_63,2.3,1.6,2.8,2.233333333333333
smile,smile_64,2.4,1.1,2.55,2.0166666666666666
smile,smile_65,2.3,1.4,2.7,2.1333333333333333
smile,smile_66,2.0,1.6,3.0,2.1999999999999997
smile,smile_67,2.1,1.7,2.65,2.15
smile,smile_68,1.7,1.1,2.35,1.7166666666666668
smile,smile_69,2.0,1.7,2.9,2.1999999999999997
smile,smile_7,2.2,2.2,2.75,2.3833333333333333
smile,smile_70,2.1,1.8,2.4,2.1
smile,smile_71,2.1,1.5,2.45,2.016666666666667
smile,smile_72,2.2,1.5,2.8,2.1666666666666665
smile,smile_73,2.55,2.0,3.05,2.533333333333333
smile,smile_75,2.3,1.1,2.45,1.95
smile,smile_76,1.6,3.5,2.35,2.483333333333333
smile,smile_77,2.0,1.2,2.7,1.9666666666666668
smile,smile_78,2.9,2.5,3.05,2.8166666666666664
smile,smile_79,2.1,1.1,2.5,1.9000000000000001
smile,smile_8,2.6,2.3,3.3,2.733333333333333
smile,smile_80,2.7,2.2,3.15,2.6833333333333336
smile,smile_81,1.9,1.0,2.3,1.7333333333333332
smile,smile_82,3.1,2.3,3.35,2.9166666666666665
smile,smile_83,2.3,1.9,3.05,2.4166666666666665
smile,smile_84,2.6,2.0,3.1,2.5666666666666664
smile,smile_85,2.4,1.7,2.9,2.3333333333333335
smile,smile_86,2.0,1.5,2.7,2.066666666666667
smile,smile_87,2.0,1.5,2.7,2.066666666666667
smile,smile_88,2.3,1.5,2.75,2.183333333333333
smile,smile_89,2.3,2.2,3.05,2.5166666666666666
smile,smile_9,2.6,1.9,3.1,2.533333333333333
smile,smile_90,2.4,2.4,3.15,2.65
smile,smile_91,2.1,1.3,2.85,2.0833333333333335
smile,smile_92,2.7,2.6,3.15,2.816666666666667
smile,smile_93,2.2,1.3,3.0,2.1666666666666665
smile,smile_94,2.6,1.5,3.3,2.4666666666666663
smile,smile_95,2.3,2.3,3.0,2.533333333333333
smile,smile_96,2.7,2.9,2.65,2.75
smile,smile_97,2.3,2.3,2.95,2.5166666666666666
smile,smile_98,1.7,1.1,2.05,1.6166666666666665
smile,smile_99,2.65,2.3,3.15,2.6999999999999997
soulchat,soulchat_1013,1.9,1.1,2.5,1.8333333333333333
soulchat,soulchat_10318,2.1,1.8,2.8,2.2333333333333334
soulchat,soulchat_104432,2.2,1.7,2.3,2.066666666666667
soulchat,soulchat_105382,2.0,2.1,2.9,2.3333333333333335
soulchat,soulchat_105827,1.7,1.0,2.2,1.6333333333333335
soulchat,soulchat_109377,2.3,2.1,2.55,2.316666666666667
soulchat,soulchat_10989,2.3,2.1,3.0,2.466666666666667
soulchat,soulchat_110546,2.3,2.3,2.9,2.5
soulchat,soulchat_111279,2.4,2.0,3.05,2.4833333333333334
soulchat,soulchat_111507,1.8,2.2,2.75,2.25
soulchat,soulchat_112571,2.1,1.4,2.45,1.9833333333333334
soulchat,soulchat_113358,2.4,1.4,2.85,2.216666666666667
soulchat,soulchat_11444,1.9,1.6,2.45,1.9833333333333334
soulchat,soulchat_115287,2.1,2.4,3.15,2.5500000000000003
soulchat,soulchat_117216,2.1,1.3,2.6,2.0
soulchat,soulchat_118141,2.1,2.1,3.15,2.4499999999999997
soulchat,soulchat_118517,1.8,1.6,2.7,2.0333333333333337
soulchat,soulchat_118547,1.6,1.6,2.9,2.033333333333333
soulchat,soulchat_118967,2.0,2.6,3.05,2.55
soulchat,soulchat_119053,2.1,1.3,2.75,2.0500000000000003
soulchat,soulchat_119162,2.3,2.0,3.15,2.483333333333333
soulchat,soulchat_120361,2.1,1.9,2.3,2.1
soulchat,soulchat_120459,2.4,2.8,3.2,2.7999999999999994
soulchat,soulchat_124639,2.2,2.1,2.8,2.3666666666666667
soulchat,soulchat_125333,2.1,2.0,3.2,2.433333333333333
soulchat,soulchat_127377,2.4,1.3,2.95,2.216666666666667
soulchat,soulchat_128113,2.2,1.8,2.65,2.216666666666667
soulchat,soulchat_128955,2.1,1.3,2.85,2.0833333333333335
soulchat,soulchat_129663,2.1,2.3,3.2,2.5333333333333337
soulchat,soulchat_130882,2.3,2.1,2.95,2.45
soulchat,soulchat_133137,2.1,2.2,2.75,2.35
soulchat,soulchat_133327,2.4,2.7,3.2,2.766666666666667
soulchat,soulchat_137516,1.9,2.4,2.85,2.3833333333333333
soulchat,soulchat_139945,1.9,1.3,2.5,1.9000000000000001
soulchat,soulchat_140855,2.2,1.6,2.4,2.066666666666667
soulchat,soulchat_142645,1.5,1.6,1.9,1.6666666666666667
soulchat,soulchat_144678,1.7,1.4,1.7,1.5999999999999999
soulchat,soulchat_14530,2.2,2.0,2.9,2.3666666666666667
soulchat,soulchat_14716,2.4,2.7,3.25,2.783333333333333
soulchat,soulchat_147541,2.2,2.0,3.0,2.4
soulchat,soulchat_147688,2.2,2.0,3.0,2.4
soulchat,soulchat_149043,1.8,1.5,2.55,1.95
soulchat,soulchat_150876,1.8,1.2,2.4,1.8
soulchat,soulchat_152749,2.8,2.6,3.1,2.8333333333333335
soulchat,soulchat_155808,1.8,1.1,2.05,1.6500000000000001
soulchat,soulchat_157820,2.0,1.0,2.4,1.8
soulchat,soulchat_160456,2.4,1.7,2.95,2.35
soulchat,soulchat_16072,2.3,2.3,3.1,2.5666666666666664
soulchat,soulchat_16273,2.6,2.0,3.15,2.5833333333333335
soulchat,soulchat_163086,2.3,2.2,3.1,2.533333333333333
soulchat,soulchat_164603,1.8,1.0,2.8,1.8666666666666665
soulchat,soulchat_165169,2.7,2.3,3.1,2.6999999999999997
soulchat,soulchat_16582,2.1,2.0,2.85,2.3166666666666664
soulchat,soulchat_166302,2.1,1.8,2.9,2.266666666666667
soulchat,soulchat_173167,2.5,1.7,3.15,2.4499999999999997
soulchat,soulchat_173513,2.2,1.7,3.0,2.3000000000000003
soulchat,soulchat_174642,2.1,1.6,2.55,2.0833333333333335
soulchat,soulchat_174868,2.6,1.8,2.85,2.4166666666666665
soulchat,soulchat_17561,2.0,1.6,2.55,2.0500000000000003
soulchat,soulchat_175668,1.6,1.2,2.25,1.6833333333333333
soulchat,soulchat_177121,2.4,1.6,2.8,2.2666666666666666
soulchat,soulchat_179258,2.2,2.0,2.75,2.316666666666667
soulchat,soulchat_179502,1.8,1.1,2.35,1.75
soulchat,soulchat_179718,2.2,1.6,2.95,2.25
soulchat,soulchat_180258,2.3,2.3,3.1,2.5666666666666664
soulchat,soulchat_180294,2.4,1.6,2.8,2.2666666666666666
soulchat,soulchat_180423,2.1,1.6,2.65,2.1166666666666667
soulchat,soulchat_180487,2.0,2.0,2.9,2.3000000000000003
soulchat,soulchat_183585,1.7,1.7,2.2,1.8666666666666665
soulchat,soulchat_183774,1.8,1.0,2.2,1.6666666666666667
soulchat,soulchat_18458,2.4,3.1,3.1,2.8666666666666667
soulchat,soulchat_185080,2.3,1.3,2.85,2.15
soulchat,soulchat_185560,2.2,1.5,2.95,2.216666666666667
soulchat,soulchat_189145,2.0,1.4,2.4,1.9333333333333333
soulchat,soulchat_18917,1.2,1.0,1.9,1.3666666666666665
soulchat,soulchat_189462,1.7,1.0,2.2,1.6333333333333335
soulchat,soulchat_191141,1.7,1.1,1.8,1.5333333333333332
soulchat,soulchat_192378,2.0,1.5,2.9,2.1333333333333333
soulchat,soulchat_192635,2.3,2.9,3.05,2.75
soulchat,soulchat_193235,2.0,1.6,2.8,2.1333333333333333
soulchat,soulchat_193835,2.0,1.5,2.45,1.9833333333333334
soulchat,soulchat_195108,2.2,2.5,3.35,2.6833333333333336
soulchat,soulchat_19563,1.8,1.5,2.55,1.95
soulchat,soulchat_197299,1.6,1.2,2.25,1.6833333333333333
soulchat,soulchat_197406,1.9,1.4,2.4,1.8999999999999997
soulchat,soulchat_199070,2.2,1.3,2.9,2.1333333333333333
soulchat,soulchat_201447,1.8,1.2,2.4,1.8
soulchat,soulchat_201476,1.8,1.3,2.2,1.7666666666666668
soulchat,soulchat_20427,2.3,1.8,2.6,2.233333333333333
soulchat,soulchat_204320,2.1,1.6,3.0,2.2333333333333334
soulchat,soulchat_204468,1.8,1.2,2.3,1.7666666666666666
soulchat,soulchat_209378,1.9,1.7,2.85,2.15
soulchat,soulchat_209555,2.3,2.5,3.05,2.6166666666666667
soulchat,soulchat_210571,2.0,1.4,2.15,1.8499999999999999
soulchat,soulchat_211860,2.1,2.4,2.85,2.4499999999999997
soulchat,soulchat_212484,1.8,1.6,2.55,1.9833333333333334
soulchat,soulchat_21254,2.0,1.3,2.45,1.9166666666666667
soulchat,soulchat_212974,1.7,1.4,2.55,1.883333333333333
soulchat,soulchat_21405,2.2,2.2,2.9,2.4333333333333336
soulchat,soulchat_21492,2.2,1.7,2.75,2.216666666666667
soulchat,soulchat_214957,2.2,1.7,3.2,2.3666666666666667
soulchat,soulchat_215203,1.8,1.7,2.6,2.033333333333333
soulchat,soulchat_215274,1.8,1.8,2.6,2.066666666666667
soulchat,soulchat_215431,2.3,1.7,2.9,2.3000000000000003
soulchat,soulchat_215603,2.4,2.4,3.15,2.65
soulchat,soulchat_216367,1.8,1.5,2.85,2.0500000000000003
soulchat,soulchat_216777,2.0,2.0,2.85,2.283333333333333
soulchat,soulchat_217596,2.2,2.3,2.75,2.4166666666666665
soulchat,soulchat_217635,2.4,2.6,3.2,2.733333333333333
soulchat,soulchat_220634,1.2,1.0,2.2,1.4666666666666668
soulchat,soulchat_221019,2.1,2.0,3.0,2.3666666666666667
soulchat,soulchat_222059,2.0,1.4,2.55,1.9833333333333332
soulchat,soulchat_225090,2.2,2.0,3.15,2.4499999999999997
soulchat,soulchat_227914,2.2,1.8,2.85,2.283333333333333
soulchat,soulchat_228257,1.9,1.3,2.45,1.8833333333333335
soulchat,soulchat_22977,1.7,1.8,2.25,1.9166666666666667
soulchat,soulchat_230352,1.7,1.1,2.15,1.6499999999999997
soulchat,soulchat_230429,2.0,1.9,2.8,2.233333333333333
soulchat,soulchat_233113,2.2,2.2,2.95,2.45
soulchat,soulchat_234243,2.0,1.7,2.7,2.1333333333333333
soulchat,soulchat_235389,1.8,2.1,2.65,2.1833333333333336
soulchat,soulchat_238566,1.5,1.0,1.95,1.4833333333333334
soulchat,soulchat_240759,1.8,1.4,2.15,1.7833333333333332
soulchat,soulchat_243147,2.0,1.7,2.8,2.1666666666666665
soulchat,soulchat_24586,1.8,1.6,2.4,1.9333333333333336
soulchat,soulchat_246013,2.1,2.1,3.2,2.466666666666667
soulchat,soulchat_246825,2.2,1.9,3.15,2.4166666666666665
soulchat,soulchat_247190,2.5,2.1,3.3,2.6333333333333333
soulchat,soulchat_247641,2.1,1.6,2.6,2.1
soulchat,soulchat_248347,2.3,2.0,3.15,2.483333333333333
soulchat,soulchat_249771,1.9,1.1,2.5,1.8333333333333333
soulchat,soulchat_25146,2.95,3.5,3.45,3.3000000000000003
soulchat,soulchat_252995,2.6,2.3,3.15,2.6833333333333336
soulchat,soulchat_254691,2.3,1.6,3.05,2.3166666666666664
soulchat,soulchat_256317,2.5,2.7,3.2,2.8000000000000003
soulchat,soulchat_257439,1.7,1.6,2.4,1.8999999999999997
soulchat,soulchat_257560,2.0,1.3,2.6,1.9666666666666668
soulchat,soulchat_26459,1.8,1.3,2.05,1.7166666666666668
soulchat,soulchat_28022,2.2,1.3,2.2,1.9000000000000001
soulchat,soulchat_28634,1.5,1.5,2.75,1.9166666666666667
soulchat,soulchat_28869,2.6,2.1,3.05,2.5833333333333335
soulchat,soulchat_31700,2.5,1.6,2.6,2.233333333333333
soulchat,soulchat_33707,2.2,2.3,3.25,2.5833333333333335
soulchat,soulchat_36290,2.1,1.6,2.4,2.033333333333333
soulchat,soulchat_36564,2.2,1.7,2.9,2.266666666666667
soulchat,soulchat_37002,1.8,1.7,2.75,2.0833333333333335
soulchat,soulchat_38064,2.5,1.6,3.1,2.4
soulchat,soulchat_41153,1.7,1.2,2.45,1.7833333333333332
soulchat,soulchat_4188,2.2,1.9,2.85,2.3166666666666664
soulchat,soulchat_43285,2.2,1.6,3.0,2.266666666666667
soulchat,soulchat_48262,2.3,2.4,3.15,2.6166666666666667
soulchat,soulchat_49825,1.7,1.4,2.45,1.8499999999999999
soulchat,soulchat_53787,2.1,1.5,2.45,2.016666666666667
soulchat,soulchat_54500,2.2,2.3,2.45,2.316666666666667
soulchat,soulchat_5501,1.9,2.3,2.45,2.2166666666666663
soulchat,soulchat_56159,2.2,2.3,3.15,2.5500000000000003
soulchat,soulchat_57071,2.1,1.0,2.4,1.8333333333333333
soulchat,soulchat_58897,2.7,2.1,3.2,2.6666666666666665
soulchat,soulchat_59081,2.0,1.3,2.0,1.7666666666666666
soulchat,soulchat_59156,2.1,1.8,2.9,2.266666666666667
soulchat,soulchat_60352,2.2,2.3,3.0,2.5
soulchat,soulchat_61371,2.1,1.6,2.8,2.1666666666666665
soulchat,soulchat_61405,2.85,1.7,3.0,2.5166666666666666
soulchat,soulchat_61440,1.4,1.7,2.1,1.7333333333333332
soulchat,soulchat_63047,2.1,2.2,2.85,2.3833333333333333
soulchat,soulchat_63298,2.05,1.5,2.9,2.15
soulchat,soulchat_63823,2.7,2.4,3.3,2.7999999999999994
soulchat,soulchat_6512,2.4,2.3,3.2,2.6333333333333333
soulchat,soulchat_66637,2.0,1.6,2.75,2.1166666666666667
soulchat,soulchat_68118,2.0,1.3,2.3,1.8666666666666665
soulchat,soulchat_69379,1.9,1.8,2.95,2.216666666666667
soulchat,soulchat_70068,2.2,2.3,2.4,2.3000000000000003
soulchat,soulchat_7027,2.5,2.0,3.05,2.5166666666666666
soulchat,soulchat_70676,2.1,2.0,2.95,2.35
soulchat,soulchat_7238,2.3,1.9,2.3,2.1666666666666665
soulchat,soulchat_72847,2.0,1.5,2.9,2.1333333333333333
soulchat,soulchat_73677,2.0,1.5,2.65,2.0500000000000003
soulchat,soulchat_73782,2.7,2.2,2.65,2.516666666666667
soulchat,soulchat_73784,2.3,1.6,2.8,2.233333333333333
soulchat,soulchat_74897,2.1,1.1,2.45,1.8833333333333335
soulchat,soulchat_75401,1.9,1.6,2.75,2.0833333333333335
soulchat,soulchat_77299,2.2,1.2,2.85,2.0833333333333335
soulchat,soulchat_80154,1.9,1.4,2.65,1.9833333333333332
soulchat,soulchat_80536,2.2,1.5,2.75,2.15
soulchat,soulchat_82948,2.2,1.5,2.85,2.1833333333333336
soulchat,soulchat_83658,1.9,1.1,2.55,1.8499999999999999
soulchat,soulchat_85832,1.8,1.8,2.5,2.033333333333333
soulchat,soulchat_88035,2.1,1.7,2.85,2.216666666666667
soulchat,soulchat_88746,1.5,1.0,1.95,1.4833333333333334
soulchat,soulchat_89540,2.2,1.9,2.4,2.1666666666666665
soulchat,soulchat_90914,2.9,3.2,3.15,3.0833333333333335
soulchat,soulchat_92082,2.0,1.9,3.3,2.4
soulchat,soulchat_92713,2.3,2.2,3.1,2.533333333333333
soulchat,soulchat_93872,1.7,2.4,2.8,2.3
soulchat,soulchat_94971,1.4,1.1,1.9,1.4666666666666668
soulchat,soulchat_95432,2.1,1.2,2.25,1.8499999999999999
soulchat,soulchat_96121,2.2,2.1,3.05,2.45
soulchat,soulchat_96316,1.9,1.5,2.45,1.95
soulchat,soulchat_97418,1.6,1.5,2.4,1.8333333333333333
soulchat,soulchat_99719,2.2,1.8,2.65,2.216666666666667
