stage,dataset,config,judge,judge_raw,judge_model,interaction_id,file,overall,average,CAC,EPC,AR,TRA,ACQ
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_126,AnnoMI_S3_gemini_full_judgments.jsonl,1.2,1.2,1.5,1.0,1.0,1.5,1.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_115,AnnoMI_S3_gemini_full_judgments.jsonl,1.9,1.9,1.0,1.5,1.0,1.0,5.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_118,AnnoMI_S3_gemini_full_judgments.jsonl,1.3,1.3,1.5,1.0,1.0,1.0,2.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_17,AnnoMI_S3_gemini_full_judgments.jsonl,2.0,2.0,1.0,3.0,1.0,1.0,4.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_53,AnnoMI_S3_gemini_full_judgments.jsonl,1.4,1.4,1.0,1.0,1.0,1.0,3.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_54,AnnoMI_S3_gemini_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_50,AnnoMI_S3_gemini_full_judgments.jsonl,5.0,5.0,4.5,5.0,4.5,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_2,AnnoMI_S3_gemini_full_judgments.jsonl,3.4,3.4,4.5,1.0,4.5,5.0,2.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_104,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.5,5.0,5.0,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_19,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_114,AnnoMI_S3_gemini_full_judgments.jsonl,5.0,5.0,5.0,5.0,5.0,4.5,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_110,AnnoMI_S3_gemini_full_judgments.jsonl,5.1,5.1,4.5,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_60,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_92,AnnoMI_S3_gemini_full_judgments.jsonl,2.1,2.1,1.5,2.0,1.0,1.0,5.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_123,AnnoMI_S3_gemini_full_judgments.jsonl,1.6,1.6,1.0,1.0,1.0,1.0,4.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_31,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_29,AnnoMI_S3_gemini_full_judgments.jsonl,4.2,4.2,5.0,1.5,5.0,5.0,4.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_46,AnnoMI_S3_gemini_full_judgments.jsonl,3.6,3.6,5.0,1.0,5.0,5.0,2.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_81,AnnoMI_S3_gemini_full_judgments.jsonl,1.9,1.9,2.0,1.0,3.0,2.0,1.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_16,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_22,AnnoMI_S3_gemini_full_judgments.jsonl,3.7,3.7,3.0,4.5,2.5,3.0,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_33,AnnoMI_S3_gemini_full_judgments.jsonl,5.7,5.7,5.5,5.5,5.5,6.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_32,AnnoMI_S3_gemini_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_90,AnnoMI_S3_gemini_full_judgments.jsonl,1.7,1.7,1.0,1.0,1.0,1.0,4.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_94,AnnoMI_S3_gemini_full_judgments.jsonl,2.5,2.5,2.5,1.5,3.0,3.5,2.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_120,AnnoMI_S3_gemini_full_judgments.jsonl,4.0,4.0,4.5,1.5,4.5,4.5,5.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_82,AnnoMI_S3_gemini_full_judgments.jsonl,4.1,4.1,3.5,5.0,3.5,3.5,5.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_79,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_87,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_18,AnnoMI_S3_gemini_full_judgments.jsonl,4.0,4.0,3.5,4.5,3.5,3.5,5.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_39,AnnoMI_S3_gemini_full_judgments.jsonl,4.5,4.5,4.0,4.5,4.0,4.5,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_57,AnnoMI_S3_gemini_full_judgments.jsonl,1.1,1.1,1.0,1.0,1.0,1.0,1.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_9,AnnoMI_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,1.0,2.0,1.5,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_95,AnnoMI_S3_gemini_full_judgments.jsonl,3.4,3.4,1.5,4.0,3.0,3.0,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_14,AnnoMI_S3_gemini_full_judgments.jsonl,6.0,6.0,6.0,6.0,6.0,6.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_101,AnnoMI_S3_gemini_full_judgments.jsonl,3.6,3.6,5.0,1.0,5.0,5.0,2.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_122,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_8,AnnoMI_S3_gemini_full_judgments.jsonl,6.0,6.0,6.0,6.0,6.0,6.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_41,AnnoMI_S3_gemini_full_judgments.jsonl,4.2,4.2,3.5,4.5,4.0,4.0,5.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_117,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_15,AnnoMI_S3_gemini_full_judgments.jsonl,2.3,2.3,1.5,2.0,1.5,1.0,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_37,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_35,AnnoMI_S3_gemini_full_judgments.jsonl,4.9,4.9,5.5,2.0,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_111,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_11,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_73,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_85,AnnoMI_S3_gemini_full_judgments.jsonl,5.0,5.0,4.5,5.0,4.5,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_38,AnnoMI_S3_gemini_full_judgments.jsonl,5.7,5.7,5.5,6.0,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_129,AnnoMI_S3_gemini_full_judgments.jsonl,5.7,5.7,5.5,6.0,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_128,AnnoMI_S3_gemini_full_judgments.jsonl,4.7,4.7,5.5,1.0,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_107,AnnoMI_S3_gemini_full_judgments.jsonl,2.6,2.6,2.0,3.0,2.0,1.5,4.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_40,AnnoMI_S3_gemini_full_judgments.jsonl,4.5,4.5,4.0,4.5,4.0,4.5,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_78,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_96,AnnoMI_S3_gemini_full_judgments.jsonl,5.8,5.8,5.5,6.0,5.5,6.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_62,AnnoMI_S3_gemini_full_judgments.jsonl,5.0,5.0,4.5,5.0,4.5,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_65,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_30,AnnoMI_S3_gemini_full_judgments.jsonl,3.4,3.4,2.5,4.5,2.0,2.5,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_34,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_4,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_99,AnnoMI_S3_gemini_full_judgments.jsonl,5.2,5.2,5.0,5.0,5.0,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_47,AnnoMI_S3_gemini_full_judgments.jsonl,3.0,3.0,2.0,3.5,2.0,2.0,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_43,AnnoMI_S3_gemini_full_judgments.jsonl,4.5,4.5,4.5,5.0,4.5,4.5,4.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_113,AnnoMI_S3_gemini_full_judgments.jsonl,5.8,5.8,6.0,5.5,6.0,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_13,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_88,AnnoMI_S3_gemini_full_judgments.jsonl,5.0,5.0,4.5,5.0,4.5,5.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_86,AnnoMI_S3_gemini_full_judgments.jsonl,3.0,3.0,3.0,5.0,3.0,2.0,2.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_3,AnnoMI_S3_gemini_full_judgments.jsonl,2.7,2.7,2.0,3.0,2.0,2.0,4.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_127,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_1,AnnoMI_S3_gemini_full_judgments.jsonl,5.6,5.6,5.5,5.5,5.5,5.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_26,AnnoMI_S3_gemini_full_judgments.jsonl,3.5,3.5,2.5,4.5,2.0,2.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_45,AnnoMI_S3_gemini_full_judgments.jsonl,3.2,3.2,4.5,1.0,4.5,4.5,1.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_89,AnnoMI_S3_gemini_full_judgments.jsonl,3.4,3.4,3.5,5.0,3.0,3.0,2.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_70,AnnoMI_S3_gemini_full_judgments.jsonl,2.9,2.9,2.0,1.0,3.0,2.5,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_6,AnnoMI_S3_gemini_full_judgments.jsonl,5.8,5.8,5.5,6.0,5.5,6.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_12,AnnoMI_S3_gemini_full_judgments.jsonl,3.0,3.0,4.0,1.0,4.0,4.5,1.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_112,AnnoMI_S3_gemini_full_judgments.jsonl,4.1,4.1,5.5,1.0,5.5,5.5,3.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_67,AnnoMI_S3_gemini_full_judgments.jsonl,5.9,5.9,6.0,6.0,5.5,6.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_80,AnnoMI_S3_gemini_full_judgments.jsonl,4.5,4.5,4.0,5.0,3.5,4.5,5.5
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_0,AnnoMI_S3_gemini_full_judgments.jsonl,6.0,6.0,6.0,6.0,6.0,6.0,6.0
full,annomi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,annomi_20,AnnoMI_S3_gemini_full_judgments.jsonl,6.0,6.0,6.0,6.0,6.0,6.0,6.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_77,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.7,3.7,4.0,4.0,3.5,3.5,3.5
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_108,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.5,4.0,3.0,3.5,3.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_25,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.8,3.8,4.0,4.5,3.5,3.5,3.5
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_132,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.3,4.3,4.0,5.0,3.5,4.5,4.5
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_103,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,4.0,3.0,3.0,3.5
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_48,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.9,3.9,3.5,4.5,3.5,4.0,4.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_42,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,4.0,3.0,3.0,3.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_24,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.7,3.7,4.0,4.5,3.5,3.5,3.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_125,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.5,4.0,2.5,2.5,2.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_23,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.85,3.85,4.0,4.5,4.25,3.5,3.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_58,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.5,4.0,3.0,3.5,3.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_119,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.95,3.95,4.0,4.5,3.75,3.75,3.75
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_97,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,4.0,4.0,3.5,3.0,2.5
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_28,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,3.5,2.5,3.5,3.0,3.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_74,AnnoMI_S3_gpt_9router_full_judgments.jsonl,1.6,1.6,2.0,1.5,1.5,1.5,1.5
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_72,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.1,2.1,2.5,2.0,2.0,2.0,2.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_102,AnnoMI_S3_gpt_9router_full_judgments.jsonl,1.6,1.6,1.5,1.5,1.5,1.5,2.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_10,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.4,2.4,3.0,3.0,2.0,2.0,2.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_106,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.4,2.4,3.0,2.0,2.0,2.0,3.0
full,annomi,S3,gpt,gpt,gpt-5.1,annomi_69,AnnoMI_S3_gpt_9router_full_judgments.jsonl,1.3,1.3,1.0,1.0,1.0,1.5,2.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_59,AnnoMI_S3_gpt_9router_full_judgments.jsonl,1.7,1.7,2.0,1.5,1.5,1.0,2.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_131,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.35,4.35,4.25,4.5,4.25,4.25,4.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_124,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.5,4.5,4.25,4.75,4.25,4.5,4.75
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_76,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.25,4.0,3.0,3.25,2.75
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_105,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.25,3.75,3.0,3.25,3.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_63,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.8,3.8,4.0,3.75,4.0,3.75,3.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_93,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.8,3.8,3.75,4.5,3.5,3.75,3.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_51,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.1,4.1,4.0,4.5,3.75,4.0,4.25
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_52,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,3.0,3.5,3.0,3.25,2.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_61,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.55,4.55,4.25,5.0,4.5,4.75,4.25
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_83,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.8,3.8,4.0,3.5,3.75,4.0,3.75
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_91,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.4,4.4,4.25,4.5,4.25,4.25,4.75
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_126,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.25,3.5,3.25,3.0,2.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_115,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.35,2.35,2.5,2.5,2.0,1.75,3.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_118,AnnoMI_S3_gpt_9router_full_judgments.jsonl,1.9,1.9,2.0,1.5,1.5,1.0,3.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_17,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.25,3.5,2.75,2.5,4.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_53,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.15,2.15,2.0,2.0,2.0,1.75,3.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_54,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.3,2.3,2.0,2.5,2.0,2.0,3.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_50,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.85,3.85,3.75,4.25,3.75,4.0,3.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_2,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.9,3.9,3.75,3.25,4.0,4.0,4.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_104,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.15,4.15,4.25,4.25,4.0,4.25,4.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_19,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.0,4.0,3.75,4.25,4.0,3.75,4.25
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_114,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.9,3.9,4.0,3.5,4.0,3.5,4.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_110,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,3.75,3.5,3.25,2.75
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_60,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.6,3.6,3.75,3.75,3.5,4.0,3.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_92,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.35,2.35,3.0,2.5,2.0,1.75,2.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_123,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,1.5,3.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_31,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.15,4.15,4.0,4.25,4.25,4.25,4.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_29,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.8,3.8,4.0,4.25,3.5,4.0,3.25
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_46,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.45,4.45,4.5,4.75,4.25,4.25,4.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_81,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.5,2.5,2.75,3.0,3.25
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_16,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.7,3.7,3.5,3.75,3.75,3.5,4.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_22,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.0,4.0,3.0,3.25,3.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_33,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.5,4.5,4.25,4.75,4.25,4.75,4.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_32,AnnoMI_S3_gpt_9router_full_judgments.jsonl,1.85,1.85,1.5,2.0,1.5,1.25,3.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_90,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,1.5,2.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_94,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.6,2.6,2.5,2.0,3.0,3.0,2.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_120,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.9,3.9,3.75,4.0,3.5,4.25,4.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_82,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.25,4.0,3.0,3.0,2.5
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_79,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.75,3.75,3.5,3.75,3.75,3.5,4.25
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_87,AnnoMI_S3_gpt_9router_full_judgments.jsonl,4.2,4.2,4.0,4.5,4.0,4.25,4.25
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_18,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.25,3.25,3.5,3.0,2.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_39,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,3.0,3.5,3.75,3.25
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_57,AnnoMI_S3_gpt_9router_full_judgments.jsonl,1.85,1.85,2.0,2.0,1.75,1.5,2.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_9,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.5,4.0,2.75,2.75,3.75
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_95,AnnoMI_S3_gpt_9router_full_judgments.jsonl,2.15,2.15,1.75,1.75,2.0,2.25,3.0
full,annomi,S3,gpt,gpt_9router,openai/cx/gpt-5.5,annomi_14,AnnoMI_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,4.0,3.0,3.25,3.0
